first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
Bengals,,DST,,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,2500,23,6.8,4.4,4.0,5.7,2.28,,,
Van,Jefferson,WR,Q,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,3100,14,5.5,5.3,4.8,5.7,1.84,,,Van Jefferson
Cardinals,,DST,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,2600,19,2.8,4.1,5.0,5.6,2.14,,,
Panthers,,DST,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,2800,17,6.6,6.0,6.0,5.6,1.99,,,
Chargers,,DST,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,2400,4,9.2,7.0,6.7,5.6,2.35,,,
Raiders,,DST,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,2000,13,2.8,3.8,3.9,5.6,2.82,,,
Andrei,Iosivas,WR,,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,3900,7,5.8,7.0,6.3,5.6,1.45,,,Andrei Iosivas
Jeremy,Ruckert,TE,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,2600,10,3.5,3.9,3.9,5.6,2.16,,,Jeremy Ruckert
Luke,Musgrave,TE,,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,2700,19,3.9,3.6,3.5,5.5,2.05,,,Luke Musgrave
Joshua,Palmer,WR,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,3400,6,4.8,5.6,5.3,5.5,1.61,,,Joshua Palmer
Jaguars,,DST,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,2900,6,10.6,7.2,8.4,5.5,1.91,,,
Dolphins,,DST,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,2700,29,10.2,7.0,6.2,5.5,2.05,,,
Rachaad,White,RB,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,4700,24,5.9,9.7,8.9,5.4,1.15,,,Rachaad White
Bears,,DST,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,2500,5,7.2,7.1,7.1,5.4,2.17,,,
Isaiah,Williams,WR,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,3000,9,6.1,3.8,5.5,5.4,1.79,,,Isaiah Williams
Isaiah,Hodgins,WR,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,3200,2,5.5,3.8,6.4,5.4,1.68,,,Isaiah Hodgins
Dawson,Knox,TE,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,3300,12,10.0,7.5,6.4,5.3,1.61,,,Dawson Knox
Isaiah,Davis,RB,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,4400,18,3.5,5.0,4.5,5.3,1.22,,,Isaiah Davis
Ty,Johnson,RB,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,4200,14,8.1,5.9,4.7,5.2,1.25,,,Ty Johnson
Marvin,Mims Jr.,WR,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,3400,20,4.2,6.8,6.8,5.2,1.52,,,Marvin Mims Jr.
Jack,Bech,WR,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,3200,3,4.4,3.6,3.6,5.2,1.63,,,Jack Bech
Keon,Coleman,WR,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,3600,6,7.2,6.9,8.9,5.1,1.4,,,Keon Coleman
Tre',Harris,WR,Q,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,3300,32,4.3,4.5,4.1,5.1,1.54,,,Tre' Harris
Keaton,Mitchell,RB,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,4100,6,7.1,4.8,5.3,5.0,1.22,,,Keaton Mitchell
Jalen,Nailor,WR,Q,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,3500,29,5.6,7.0,6.8,5.0,1.44,,,Jalen Nailor
Emari,Demercado,RB,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,4600,17,5.7,5.4,5.7,4.9,1.07,,,Emari Demercado
Patriots,,DST,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,2600,18,5.2,7.0,7.4,4.9,1.9,,,
Ja'Tavion,Sanders,TE,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,2500,27,4.0,4.5,4.5,4.9,1.94,,,Ja'Tavion Sanders
Isaac,TeSlaa,WR,,16,2025-12-21,Sat-Sun,DET,PIT,-7.5,51.5,29.5,3000,25,4.3,3.6,4.0,4.9,1.64,,,Isaac TeSlaa
Hollywood,Brown,WR,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,3900,27,6.8,8.5,9.3,4.9,1.26,,,Hollywood Brown
Evan,Hull,RB,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,4500,30,1.3,1.3,1.6,4.8,1.06,,,Evan Hull
Christian,Kirk,WR,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,3200,26,5.5,6.0,6.1,4.7,1.46,,,Christian Kirk
Taysom,Hill,TE,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,2500,17,1.1,2.0,2.0,4.7,1.89,,,Taysom Hill
Browns,,DST,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,2200,8,7.6,8.4,7.2,4.5,2.03,,,
Steelers,,DST,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,2300,1,9.4,7.7,7.9,4.5,1.93,,,
Calvin,Austin III,WR,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,3700,31,2.6,5.0,5.8,4.5,1.21,,,Calvin Austin III
Tyler,Lockett,WR,Q,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,3400,3,5.7,5.1,4.4,4.5,1.32,,,Tyler Lockett
Greg,Dulcich,TE,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,2500,32,5.0,3.5,5.8,4.4,1.75,,,Greg Dulcich
Jalen,McMillan,WR,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,3800,13,14.1,12.7,5.8,4.3,1.14,,,Jalen McMillan
LeQuint,Allen Jr.,RB,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,4000,2,2.2,2.0,2.0,4.3,1.07,,,LeQuint Allen Jr.
JuJu,Smith-Schuster,WR,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,3000,27,0.9,4.2,4.9,4.3,1.45,,,JuJu Smith-Schuster
David,Sills V,WR,,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,3700,16,7.0,4.0,4.5,4.2,1.13,,,David Sills V
DeMario,Douglas,WR,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,3300,22,4.9,7.8,7.0,4.2,1.26,,,DeMario Douglas
Dontayvion,Wicks,WR,Q,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,3700,21,8.9,6.6,6.5,4.1,1.1,,,Dontayvion Wicks
Nick,Chubb,RB,Q,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,5100,23,4.0,5.5,6.4,4.1,0.8,,,Nick Chubb
DeAndre,Hopkins,WR,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,3000,15,2.8,3.1,4.2,4.0,1.33,,,DeAndre Hopkins
Matthew,Golden,WR,,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,4000,21,3.6,6.2,6.0,4.0,1.0,,,Matthew Golden
Dylan,Sampson,RB,Q,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,4300,29,6.4,4.8,5.9,4.0,0.93,,,Dylan Sampson
KaVontae,Turpin,WR,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,3500,1,4.5,4.5,5.4,4.0,1.14,,,KaVontae Turpin
Lil'Jordan,Humphrey,WR,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,3100,20,5.7,3.3,5.7,4.0,1.29,,,Lil'Jordan Humphrey
Jonnu,Smith,TE,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,2700,15,3.6,4.6,5.2,4.0,1.47,,,Jonnu Smith
John,FitzPatrick,TE,,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,2500,19,2.4,2.5,2.8,3.9,1.55,,,John FitzPatrick
Emanuel,Wilson,RB,,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,4300,13,9.2,6.6,6.2,3.9,0.91,,,Emanuel Wilson
Isaiah,Bond,WR,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,3000,12,4.6,4.3,4.0,3.9,1.29,,,Isaiah Bond
Marquez,Valdes-Scantling,WR,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,3000,31,3.4,4.1,2.8,3.9,1.31,,,Marquez Valdes-Scantling
Ollie,Gordon II,RB,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,4300,32,3.8,3.8,3.7,3.9,0.91,,,Ollie Gordon II
Malik,Davis,RB,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,4900,11,5.5,2.8,4.0,3.7,0.76,,,Malik Davis
Adam,Thielen,WR,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,3200,31,1.7,1.8,1.8,3.7,1.15,,,Adam Thielen
Elijah,Higgins,TE,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,2500,2,2.4,2.9,3.1,3.6,1.46,,,Elijah Higgins
Jalen,Brooks,WR,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,3100,23,3.6,3.0,3.6,3.6,1.18,,,Jalen Brooks
Sean,Tucker,RB,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,4200,24,11.6,8.8,8.0,3.5,0.84,,,Sean Tucker
Jaleel,McLaughlin,RB,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,4000,4,3.4,5.0,3.4,3.5,0.88,,,Jaleel McLaughlin
Jawhar,Jordan,RB,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,5000,23,16.8,16.8,16.8,3.5,0.69,,,Jawhar Jordan
Jaylin,Noel,WR,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,3000,26,3.0,4.8,4.3,3.5,1.17,,,Jaylin Noel
Tommy,Tremble,TE,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,2500,27,2.5,4.2,4.0,3.3,1.3,,,Tommy Tremble
Chris,Brooks,RB,Q,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,4000,13,2.3,2.3,2.2,3.3,0.83,,,Chris Brooks
Tim,Patrick,WR,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,3500,8,7.0,4.8,4.8,3.3,0.93,,,Tim Patrick
Noah,Fant,TE,Q,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,2800,30,4.8,6.5,7.0,3.3,1.17,,,Noah Fant
Pat,Bryant,WR,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,3700,20,7.4,5.9,5.9,3.2,0.86,,,Pat Bryant
Cedric,Tillman,WR,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,3300,12,3.2,5.4,5.5,3.1,0.95,,,Cedric Tillman
Shane,Zylstra,TE,,16,2025-12-21,Sat-Sun,DET,PIT,-7.5,51.5,29.5,2500,31,0.0,0.3,,3.1,1.25,,,Shane Zylstra
Xavier,Hutchinson,WR,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,3000,26,3.3,6.3,6.0,3.1,1.02,,,Xavier Hutchinson
Kevin,Austin Jr.,WR,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,3100,11,2.9,3.3,3.2,3.1,0.98,,,Kevin Austin Jr.
Gage,Larvadain,WR,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,3000,12,1.8,1.9,1.9,3.0,0.99,,,Gage Larvadain
Tanner,Hudson,TE,,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,2500,30,4.4,4.5,5.2,3.0,1.18,,,Tanner Hudson
Adam,Trautman,TE,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,2500,25,3.8,3.9,4.2,2.9,1.17,,,Adam Trautman
Rasheen,Ali,RB,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,4100,6,3.8,2.2,3.8,2.8,0.69,,,Rasheen Ali
Brandin,Cooks,WR,Q,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,3000,6,2.5,3.2,3.4,2.8,0.93,,,Brandin Cooks
Devin,Duvernay,WR,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,3000,18,1.5,2.2,2.3,2.7,0.9,,,Devin Duvernay
Trayveon,Williams,RB,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,4000,29,0.7,0.4,1.8,2.7,0.66,,,Trayveon Williams
Foster,Moreau,TE,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,2500,17,1.9,5.1,1.9,2.7,1.1,,,Foster Moreau
Josh,Oliver,TE,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,2700,8,4.6,4.6,4.9,2.6,0.96,,,Josh Oliver
Noah,Gray,TE,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,2700,20,3.0,3.0,2.9,2.6,0.95,,,Noah Gray
Tyrell,Shavers,WR,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,3000,6,6.5,5.1,4.6,2.5,0.84,,,Tyrell Shavers
Tyler,Badie,RB,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,4000,4,2.0,2.2,2.5,2.5,0.63,,,Tyler Badie
Michael,Mayer,TE,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,2600,9,3.9,5.2,5.1,2.5,0.96,,,Michael Mayer
Austin,Hooper,TE,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,2500,6,5.0,4.3,4.3,2.4,0.97,,,Austin Hooper
Cade,Stover,TE,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,2500,4,4.4,4.0,3.8,2.4,0.97,,,Cade Stover
Tyquan,Thornton,WR,Q,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,3000,27,3.5,7.5,7.4,2.4,0.8,,,Tyquan Thornton
Kalif,Raymond,WR,,16,2025-12-21,Sat-Sun,DET,PIT,-7.5,51.5,29.5,3100,25,4.7,4.8,4.5,2.3,0.75,,,Kalif Raymond
Dare,Ogunbowale,RB,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,4600,23,3.7,2.9,3.2,2.3,0.51,,,Dare Ogunbowale
Jaylen,Wright,RB,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,4800,32,5.1,3.3,4.9,2.3,0.49,,,Jaylen Wright
Anthony,Firkser,TE,,16,2025-12-21,Sat-Sun,DET,PIT,-7.5,51.5,29.5,2500,31,0.6,0.5,1.6,2.2,0.89,,,Anthony Firkser
Daniel,Bellinger,TE,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,2500,13,2.3,4.5,4.5,2.2,0.89,,,Daniel Bellinger
Mitchell,Evans,TE,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,2500,27,2.8,4.0,4.0,2.0,0.8,,,Mitchell Evans
Jackson,Hawes,TE,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,2500,12,5.1,4.3,4.3,2.0,0.8,,,Jackson Hawes
Will,Dissly,TE,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,2500,14,1.9,3.6,1.9,2.0,0.8,,,Will Dissly
Dante,Pettis,WR,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,3000,11,5.4,3.8,2.4,2.0,0.67,,,Dante Pettis
Brashard,Smith,RB,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,4000,21,2.2,4.3,3.7,2.0,0.51,,,Brashard Smith
Charlie,Kolar,TE,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,2500,29,3.8,3.3,3.7,1.9,0.76,,,Charlie Kolar
Nate,Adkins,TE,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,2500,25,3.4,3.6,3.4,1.9,0.76,,,Nate Adkins
Corey,Kiner,RB,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,4000,17,1.1,1.1,1.1,1.8,0.44,,,Corey Kiner
Nick,Westbrook-Ikhine,WR,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,3000,4,2.7,2.9,2.2,1.8,0.6,,,Nick Westbrook-Ikhine
Devontez,Walker,WR,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,3000,15,5.0,3.4,6.3,1.7,0.58,,,Devontez Walker
Adam,Prentice,RB,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,4000,4,2.5,1.4,1.4,1.7,0.43,,,Adam Prentice
Raheem,Mostert,RB,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,4100,7,2.3,1.9,2.5,1.7,0.41,,,Raheem Mostert
James,Proche II,WR,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,3000,14,1.9,1.2,2.4,1.7,0.58,,,James Proche II
Ray,Davis,RB,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,4000,14,4.2,2.5,2.5,1.6,0.39,,,Ray Davis
Julian,Hill,TE,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,2500,32,2.8,2.5,3.1,1.6,0.64,,,Julian Hill
Tez,Johnson,WR,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,3000,13,7.1,8.5,7.1,1.5,0.49,,,Tez Johnson
Jahdae,Walker,WR,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,3000,18,,,,1.5,0.5,,,Jahdae Walker
Luke,Schoonmaker,TE,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,2500,7,1.9,2.2,1.8,1.5,0.61,,,Luke Schoonmaker
Charlie,Woerner,TE,,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,2500,24,2.3,1.8,2.3,1.4,0.56,,,Charlie Woerner
Kaleb,Johnson,RB,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,4000,1,0.6,0.9,0.9,1.4,0.34,,,Kaleb Johnson
Jelani,Woods,TE,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,2500,10,4.7,5.5,,1.4,0.57,,,Jelani Woods
Durham,Smythe,TE,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,2500,11,0.9,1.1,1.5,1.3,0.52,,,Durham Smythe
Malachi,Corley,WR,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,3000,12,1.4,1.8,2.0,1.3,0.43,,,Malachi Corley
Quintin,Morris,TE,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,2500,21,1.7,1.4,2.8,1.3,0.51,,,Quintin Morris
Ian,Thomas,TE,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,2500,9,3.6,2.6,3.5,1.3,0.52,,,Ian Thomas
Drew,Sample,TE,Q,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,2500,30,1.7,2.7,2.5,1.3,0.52,,,Drew Sample
Mitch,Tinsley,WR,,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,3600,7,4.7,3.5,4.5,1.3,0.37,,,Mitch Tinsley
Stone,Smartt,TE,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,2500,10,2.2,3.0,0.0,1.3,0.54,,,Stone Smartt
Devin,Culp,TE,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,2500,18,4.3,3.6,7.6,1.2,0.5,,,Devin Culp
Hunter,Luepke,RB,Q,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,4000,11,3.1,2.9,3.3,1.2,0.29,,,Hunter Luepke
Trent,Sherfield Sr.,WR,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,3000,23,1.6,1.0,1.3,1.0,0.34,,,Trent Sherfield Sr.
Ben,Sims,TE,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,2500,8,0.4,0.3,1.9,1.0,0.4,,,Ben Sims
Jimmy,Horn Jr.,WR,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,3000,17,1.8,3.0,3.0,0.9,0.3,,,Jimmy Horn Jr.
Blake,Whiteheart,TE,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,2500,1,0.7,0.5,0.6,0.9,0.38,,,Blake Whiteheart
Arian,Smith,WR,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,3000,9,1.3,1.3,1.3,0.9,0.3,,,Arian Smith
Zavier,Scott,RB,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,4000,31,2.6,5.0,5.0,0.9,0.22,,,Zavier Scott
Kyle,Williams,WR,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,3000,22,5.5,3.1,3.1,0.8,0.26,,,Kyle Williams
Payne,Durham,TE,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,2500,18,2.3,3.1,0.7,0.8,0.33,,,Payne Durham
Brenden,Bates,TE,Q,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,2500,1,0.9,0.5,4.3,0.8,0.32,,,Brenden Bates
Jack,Stoll,TE,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,2500,17,0.7,1.5,2.2,0.8,0.31,,,Jack Stoll
Brycen,Tremayne,WR,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,3000,17,3.5,3.3,4.2,0.7,0.25,,,Brycen Tremayne
Alec,Ingold,RB,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,4000,32,1.3,1.5,1.6,0.7,0.17,,,Alec Ingold
Cedrick,Wilson Jr.,WR,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,3000,4,3.1,2.8,1.8,0.7,0.24,,,Cedrick Wilson Jr.
Dee,Eskridge,WR,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,3000,4,1.8,1.3,1.8,0.7,0.23,,,Dee Eskridge
C.J.,Ham,RB,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,4000,31,2.6,1.5,3.8,0.7,0.16,,,C.J. Ham
David,Martin-Robinson,TE,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,2500,5,2.1,1.5,4.4,0.7,0.28,,,David Martin-Robinson
Josiah,Deguara,TE,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,2500,2,0.6,0.3,0.8,0.6,0.23,,,Josiah Deguara
Savion,Williams,WR,Q,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,3000,21,3.3,2.6,2.6,0.6,0.22,,,Savion Williams
Brevyn,Spann-Ford,TE,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,2500,7,2.5,1.5,1.9,0.6,0.25,,,Brevyn Spann-Ford
KeAndre,Lambert-Smith,WR,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,3000,32,2.4,2.4,2.4,0.6,0.21,,,KeAndre Lambert-Smith
Andrew,Beck,RB,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,4000,18,1.7,1.6,2.6,0.6,0.14,,,Andrew Beck
Khalil,Herbert,RB,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,4000,18,3.7,2.2,0.5,0.6,0.14,,,Khalil Herbert
Kalel,Mullings,RB,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,4000,5,0.3,0.3,0.3,0.6,0.16,,,Kalel Mullings
Scott,Matlock,RB,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,4000,26,2.2,1.9,3.7,0.5,0.13,,,Scott Matlock
Johnny,Mundt,TE,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,2500,21,2.8,2.2,1.9,0.5,0.18,,,Johnny Mundt
Michael,Bandy,WR,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,3000,20,2.1,2.1,5.3,0.5,0.18,,,Michael Bandy
Connor,Heyward,TE,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,2500,15,1.5,1.7,1.9,0.5,0.19,,,Connor Heyward
Dont'e,Thornton Jr.,WR,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,3000,3,1.2,2.3,2.3,0.5,0.17,,,Dont'e Thornton Jr.
Pharaoh,Brown,TE,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,2500,2,1.0,1.1,2.1,0.4,0.16,,,Pharaoh Brown
Trevor,Etienne,RB,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,4000,25,1.8,1.4,1.4,0.4,0.11,,,Trevor Etienne
Dylan,Laube,RB,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,4000,7,1.1,0.6,1.4,0.4,0.1,,,Dylan Laube
Tahj,Brooks,RB,,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,4000,19,0.7,0.7,0.7,0.4,0.1,,,Tahj Brooks
Tyler,Conklin,TE,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,2500,14,3.1,7.1,3.1,0.3,0.13,,,Tyler Conklin
Hassan,Haskins,RB,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,4000,26,3.6,3.4,2.8,0.3,0.08,,,Hassan Haskins
Jonathan,Mingo,WR,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,3000,1,2.0,1.3,1.8,0.3,0.11,,,Jonathan Mingo
Dyami,Brown,WR,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,3000,8,2.5,4.9,4.9,0.3,0.1,,,Dyami Brown
