first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
Deshaun,Watson,QB,O,14,12/7/25,Thu-Mon,CLE,TEN,-4.5,33.5,19,4000,21,10.5,11.6,,0,0,,,Deshaun Watson
Kalif,Raymond,WR,O,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,3600,32,5.9,4.7,4.7,0,0,,,Kalif Raymond
Brock,Wright,TE,O,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,3000,19,3.2,3.7,5.3,0,0,,,Brock Wright
Amon-Ra,St. Brown,WR,O,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,7800,32,14.9,17.7,18.9,0,0,,,Amon-Ra St. Brown
Jonathan,Mingo,WR,O,14,12/4/25,Thu-Mon,DAL,DET,3.5,54.5,25.5,3000,27,1.3,1,,0,0,,,Jonathan Mingo
Jaydon,Blue,RB,O,14,12/4/25,Thu-Mon,DAL,DET,3.5,54.5,25.5,4000,1,2,2,2,0,0,,,Jaydon Blue
Joe,Mixon,RB,O,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,4900,6,11.3,15.7,,0,0,,,Joe Mixon
Tank,Dell,WR,O,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,3000,14,10.2,11.3,,0,0,,,Tank Dell
Gavin,Bartholomew,TE,O,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,2500,25,,,,0,0,,,Gavin Bartholomew
Irvin,Charles,WR,O,14,12/7/25,Thu-Mon,NYJ,MIA,2.5,41.5,19.5,3000,7,0,0,,0,0,,,Irvin Charles
Josh,Williams,RB,O,14,12/7/25,Thu-Mon,TB,NO,-8.5,41.5,25,4000,17,1.1,1.1,1.1,0,0,,,Josh Williams
