first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
Jahmyr,Gibbs,RB,,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,8600,22,27.9,24.8,23.6,25,2.9,,,Jahmyr Gibbs
Josh,Allen,QB,,14,12/7/25,Thu-Mon,BUF,CIN,-5.5,53.5,29.5,7700,27,25.7,24,24.4,23.7,3.08,,,Josh Allen
Jonathan,Taylor,RB,,14,12/7/25,Thu-Mon,IND,JAX,-1.5,46.5,24,9300,4,24.9,26.7,26.1,22.1,2.38,,,Jonathan Taylor
Jaxon,Smith-Njigba,WR,,14,12/7/25,Thu-Mon,SEA,ATL,-6.5,44.5,25.5,9000,19,22.7,24,23.7,21.9,2.43,,,Jaxon Smith-Njigba
De'Von,Achane,RB,,14,12/7/25,Thu-Mon,MIA,NYJ,-2.5,41.5,22,8800,27,25.4,22.4,22.2,21.8,2.48,,,De'Von Achane
Puka,Nacua,WR,,14,12/7/25,Thu-Mon,LAR,ARI,-8.5,47.5,28,8700,15,17.1,20.7,21.2,21.1,2.43,,,Puka Nacua
Ja'Marr,Chase,WR,,14,12/7/25,Thu-Mon,CIN,BUF,5.5,53.5,24,8200,12,21.9,22.3,20.7,21,2.56,,,Ja'Marr Chase
Dak,Prescott,QB,,14,12/4/25,Thu-Mon,DAL,DET,3.5,54.5,25.5,6300,26,21.2,22.8,21.8,20.7,3.29,,,Dak Prescott
Matthew,Stafford,QB,,14,12/7/25,Thu-Mon,LAR,ARI,-8.5,47.5,28,6900,10,20.9,21.7,20.7,20,2.9,,,Matthew Stafford
Bijan,Robinson,RB,,14,12/7/25,Thu-Mon,ATL,SEA,6.5,44.5,19,8500,7,21.9,22.4,22.8,19.7,2.32,,,Bijan Robinson
Lamar,Jackson,QB,Q,14,12/7/25,Thu-Mon,BAL,PIT,-5.5,42.5,24,6700,28,13.1,18.1,17.9,19.7,2.93,,,Lamar Jackson
Joe,Burrow,QB,,14,12/7/25,Thu-Mon,CIN,BUF,5.5,53.5,24,6500,2,17.8,21.8,11.7,19.2,2.95,,,Joe Burrow
Josh,Jacobs,RB,Q,14,12/7/25,Thu-Mon,GB,CHI,-6.5,44.5,25.5,6800,15,13.7,17.8,17.4,19.2,2.83,,,Josh Jacobs
James,Cook III,RB,,14,12/7/25,Thu-Mon,BUF,CIN,-5.5,53.5,29.5,7800,32,19.2,19.6,20.5,19.1,2.45,,,James Cook III
Jameson,Williams,WR,,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,5800,32,18.6,14.8,14,18.8,3.24,,,Jameson Williams
CeeDee,Lamb,WR,,14,12/4/25,Thu-Mon,DAL,DET,3.5,54.5,25.5,7500,27,17.3,20.6,19.5,18.7,2.49,,,CeeDee Lamb
George,Pickens,WR,,14,12/4/25,Thu-Mon,DAL,DET,3.5,54.5,25.5,7400,27,22.1,22.5,20.8,18.7,2.53,,,George Pickens
Jacoby,Brissett,QB,,14,12/7/25,Thu-Mon,ARI,LAR,8.5,47.5,19.5,5700,9,23.7,16.4,18.2,18.6,3.25,,,Jacoby Brissett
Jared,Goff,QB,,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,5800,32,19.8,17.6,18.7,18.5,3.18,,,Jared Goff
Bo,Nix,QB,,14,12/7/25,Thu-Mon,DEN,LV,-7.5,40.5,24,6100,15,20.9,20,19.1,18.5,3.03,,,Bo Nix
Baker,Mayfield,QB,Q,14,12/7/25,Thu-Mon,TB,NO,-8.5,41.5,25,5800,11,13.4,16.6,17.4,18.5,3.19,,,Baker Mayfield
Jordan,Love,QB,,14,12/7/25,Thu-Mon,GB,CHI,-6.5,44.5,25.5,5900,25,13.9,17.2,17.4,17.9,3.04,,,Jordan Love
Trevor,Lawrence,QB,,14,12/7/25,Thu-Mon,JAX,IND,1.5,46.5,22.5,5400,19,18.6,17.8,17.6,17.3,3.21,,,Trevor Lawrence
Bucky,Irving,RB,Q,14,12/7/25,Thu-Mon,TB,NO,-8.5,41.5,25,7000,17,18.4,18.5,18.4,17.3,2.47,,,Bucky Irving
Trey,McBride,TE,,14,12/7/25,Thu-Mon,ARI,LAR,8.5,47.5,19.5,8000,17,23.4,20.4,19.2,17.2,2.16,,,Trey McBride
Sam,Darnold,QB,,14,12/7/25,Thu-Mon,SEA,ATL,-6.5,44.5,25.5,5500,17,13.8,16.4,15.7,16.9,3.07,,,Sam Darnold
Derrick,Henry,RB,,14,12/7/25,Thu-Mon,BAL,PIT,-5.5,42.5,24,7500,11,18.2,15.6,15.9,16.8,2.23,,,Derrick Henry
Marcus,Mariota,QB,,14,12/7/25,Thu-Mon,WAS,MIN,1.5,42.5,20.5,5000,6,14.1,11.8,15.3,16.8,3.36,,,Marcus Mariota
Patrick,Mahomes,QB,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,6800,1,20.3,23,23.3,16.7,2.46,,,Patrick Mahomes
Daniel,Jones,QB,,14,12/7/25,Thu-Mon,IND,JAX,-1.5,46.5,24,6200,24,19.2,18.6,20.1,16.3,2.63,,,Daniel Jones
Tyrod,Taylor,QB,,14,12/7/25,Thu-Mon,NYJ,MIA,2.5,41.5,19.5,4900,23,13.2,13.6,13.2,16.3,3.32,,,Tyrod Taylor
Breece,Hall,RB,,14,12/7/25,Thu-Mon,NYJ,MIA,2.5,41.5,19.5,6500,20,18.9,15.4,15,16.2,2.5,,,Breece Hall
Jalen,Hurts,QB,,14,12/8/25,Thu-Mon,PHI,LAC,-2.5,41.5,22,6600,4,20.4,22,21.3,16.1,2.44,,,Jalen Hurts
Quinshon,Judkins,RB,,14,12/7/25,Thu-Mon,CLE,TEN,-4.5,33.5,19,6400,28,10.7,13.9,13.5,16,2.5,,,Quinshon Judkins
Rashee,Rice,WR,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,7900,5,22.1,20.5,22.3,15.9,2.02,,,Rashee Rice
Javonte,Williams,RB,,14,12/4/25,Thu-Mon,DAL,DET,3.5,54.5,25.5,6500,1,13.1,15.8,16.9,15.8,2.43,,,Javonte Williams
Jaylen,Waddle,WR,,14,12/7/25,Thu-Mon,MIA,NYJ,-2.5,41.5,22,6800,11,13.9,13.7,13.5,15.8,2.32,,,Jaylen Waddle
Ashton,Jeanty,RB,,14,12/7/25,Thu-Mon,LV,DEN,7.5,40.5,16.5,6100,3,16.3,16.2,15.1,15.7,2.58,,,Ashton Jeanty
Chris,Olave,WR,Q,14,12/7/25,Thu-Mon,NO,TB,8.5,41.5,16.5,6500,22,15.6,15.9,15.2,15.7,2.42,,,Chris Olave
Caleb,Williams,QB,,14,12/7/25,Thu-Mon,CHI,GB,6.5,44.5,19,5600,7,21.5,18.8,19.1,15.4,2.75,,,Caleb Williams
Saquon,Barkley,RB,,14,12/8/25,Thu-Mon,PHI,LAC,-2.5,41.5,22,6900,13,15.7,13.7,14.4,15.4,2.23,,,Saquon Barkley
Emeka,Egbuka,WR,,14,12/7/25,Thu-Mon,TB,NO,-8.5,41.5,25,6300,13,11.3,14.3,14.9,15.2,2.42,,,Emeka Egbuka
Justin,Herbert,QB,Q,14,12/8/25,Thu-Mon,LAC,PHI,2.5,41.5,19.5,6400,14,17.6,18.8,19.9,15.1,2.36,,,Justin Herbert
J.J.,McCarthy,QB,Q,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,4700,29,10.6,12.7,12.7,15.1,3.21,,,J.J. McCarthy
Davante,Adams,WR,Q,14,12/7/25,Thu-Mon,LAR,ARI,-8.5,47.5,28,7700,15,19,17.3,17.3,15,1.95,,,Davante Adams
Kyren,Williams,RB,Q,14,12/7/25,Thu-Mon,LAR,ARI,-8.5,47.5,28,6600,21,15.7,16.6,15.9,15,2.28,,,Kyren Williams
Drake,London,WR,Q,14,12/7/25,Thu-Mon,ATL,SEA,6.5,44.5,19,7300,9,26.8,23.7,21.4,15,2.06,,,Drake London
Zay,Flowers,WR,,14,12/7/25,Thu-Mon,BAL,PIT,-5.5,42.5,24,6100,31,9.7,10.2,12.3,14.9,2.45,,,Zay Flowers
Tyler,Shough,QB,,14,12/7/25,Thu-Mon,NO,TB,8.5,41.5,16.5,4600,31,12.8,10.6,10.6,14.9,3.24,,,Tyler Shough
Chase,Brown,RB,,14,12/7/25,Thu-Mon,CIN,BUF,5.5,53.5,24,6700,30,19.9,15.2,14.4,14.7,2.2,,,Chase Brown
Tua,Tagovailoa,QB,,14,12/7/25,Thu-Mon,MIA,NYJ,-2.5,41.5,22,5200,16,11.8,12.3,12.8,14.7,2.82,,,Tua Tagovailoa
Brock,Bowers,TE,,14,12/7/25,Thu-Mon,LV,DEN,7.5,40.5,16.5,6000,13,19.6,16,16.1,14.4,2.4,,,Brock Bowers
RJ,Harvey,RB,,14,12/7/25,Thu-Mon,DEN,LV,-7.5,40.5,24,5700,19,11.9,10,9.8,14.3,2.51,,,RJ Harvey
Justin,Jefferson,WR,,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,6900,30,9.3,13.4,13.4,14.2,2.05,,,Justin Jefferson
Geno,Smith,QB,Q,14,12/7/25,Thu-Mon,LV,DEN,7.5,40.5,16.5,4300,3,15,13.4,13.5,14.1,3.28,,,Geno Smith
Kenneth,Walker III,RB,,14,12/7/25,Thu-Mon,SEA,ATL,-6.5,44.5,25.5,5600,23,11.9,11.1,11.5,14,2.51,,,Kenneth Walker III
Aaron,Jones Sr.,RB,Q,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,5300,29,10.6,9.8,9.5,13.8,2.6,,,Aaron Jones Sr.
A.J.,Brown,WR,,14,12/8/25,Thu-Mon,PHI,LAC,-2.5,41.5,22,6600,1,22.5,17.2,15.8,13.6,2.06,,,A.J. Brown
C.J.,Stroud,QB,,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,5300,18,16.7,15.3,15.5,13.3,2.52,,,C.J. Stroud
Nico,Collins,WR,,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,6700,14,15.4,15.1,15.1,13.2,1.98,,,Nico Collins
Travis,Etienne Jr.,RB,,14,12/7/25,Thu-Mon,JAX,IND,1.5,46.5,22.5,6300,12,15.4,13.6,14.6,13.1,2.07,,,Travis Etienne Jr.
Aaron,Rodgers,QB,Q,14,12/7/25,Thu-Mon,PIT,BAL,5.5,42.5,18.5,5100,20,10.1,13,14.2,12.9,2.52,,,Aaron Rodgers
Michael,Pittman Jr.,WR,,14,12/7/25,Thu-Mon,IND,JAX,-1.5,46.5,24,5400,20,13.4,14.1,14.1,12.7,2.35,,,Michael Pittman Jr.
Ladd,McConkey,WR,,14,12/8/25,Thu-Mon,LAC,PHI,2.5,41.5,19.5,6400,16,14.5,13.9,13.5,12.6,1.97,,,Ladd McConkey
Kirk,Cousins,QB,,14,12/7/25,Thu-Mon,ATL,SEA,6.5,44.5,19,4500,12,7.8,8.8,7.8,12.5,2.77,,,Kirk Cousins
Michael,Wilson,WR,,14,12/7/25,Thu-Mon,ARI,LAR,8.5,47.5,19.5,5600,18,16.9,10.9,9.9,12.3,2.19,,,Michael Wilson
Cam,Ward,QB,,14,12/7/25,Thu-Mon,TEN,CLE,4.5,33.5,14.5,4800,5,12.5,11.1,10.4,12.3,2.56,,,Cam Ward
Jakobi,Meyers,WR,,14,12/7/25,Thu-Mon,JAX,IND,1.5,46.5,22.5,5700,26,12.2,10.5,11.2,12.3,2.17,,,Jakobi Meyers
DeVonta,Smith,WR,,14,12/8/25,Thu-Mon,PHI,LAC,-2.5,41.5,22,5900,1,11.6,15,13.7,12.2,2.07,,,DeVonta Smith
Jaylen,Warren,RB,,14,12/7/25,Thu-Mon,PIT,BAL,5.5,42.5,18.5,6000,18,12.4,13.3,13.3,12.1,2.01,,,Jaylen Warren
Shedeur,Sanders,QB,,14,12/7/25,Thu-Mon,CLE,TEN,-4.5,33.5,19,4400,21,8.1,8.1,8.1,12.1,2.75,,,Shedeur Sanders
Travis,Kelce,TE,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,5400,5,16.5,14,13.6,12.1,2.25,,,Travis Kelce
Adonai,Mitchell,WR,,14,12/7/25,Thu-Mon,NYJ,MIA,2.5,41.5,19.5,4600,7,7.4,5.5,5.3,12.1,2.62,,,Adonai Mitchell
Tyler,Warren,TE,,14,12/7/25,Thu-Mon,IND,JAX,-1.5,46.5,24,5000,31,11.1,13,13.1,11.8,2.37,,,Tyler Warren
Tee,Higgins,WR,Q,14,12/7/25,Thu-Mon,CIN,BUF,5.5,53.5,24,6200,12,18.5,13.8,13.1,11.7,1.89,,,Tee Higgins
Marvin,Harrison Jr.,WR,Q,14,12/7/25,Thu-Mon,ARI,LAR,8.5,47.5,19.5,5800,18,12.6,12.5,12.5,11.5,1.99,,,Marvin Harrison Jr.
Deebo,Samuel Sr.,WR,,14,12/7/25,Thu-Mon,WAS,MIN,1.5,42.5,20.5,5500,2,10.5,14.1,14.1,11.5,2.09,,,Deebo Samuel Sr.
Khalil,Shakir,WR,,14,12/7/25,Thu-Mon,BUF,CIN,-5.5,53.5,29.5,5300,6,9.5,11.8,11,11.4,2.15,,,Khalil Shakir
Alec,Pierce,WR,,14,12/7/25,Thu-Mon,IND,JAX,-1.5,46.5,24,5100,20,13.8,11.7,11.7,11.4,2.24,,,Alec Pierce
David,Montgomery,RB,,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,5000,22,9.3,11.2,11.1,11.2,2.24,,,David Montgomery
Christian,Watson,WR,,14,12/7/25,Thu-Mon,GB,CHI,-6.5,44.5,25.5,5200,25,12.6,10.4,12.6,11.2,2.16,,,Christian Watson
Courtland,Sutton,WR,,14,12/7/25,Thu-Mon,DEN,LV,-7.5,40.5,24,5600,28,10.5,12.1,12.6,11.2,2,,,Courtland Sutton
Jake,Ferguson,TE,,14,12/4/25,Thu-Mon,DAL,DET,3.5,54.5,25.5,4900,9,8.1,13.7,13.4,11.1,2.27,,,Jake Ferguson
DK,Metcalf,WR,,14,12/7/25,Thu-Mon,PIT,BAL,5.5,42.5,18.5,5400,24,7.9,12.2,12.1,11,2.03,,,DK Metcalf
Terry,McLaurin,WR,,14,12/7/25,Thu-Mon,WAS,MIN,1.5,42.5,20.5,5200,2,10.7,13.3,9.8,10.9,2.11,,,Terry McLaurin
Quentin,Johnston,WR,,14,12/8/25,Thu-Mon,LAC,PHI,2.5,41.5,19.5,5100,16,9.4,13.4,13.4,10.8,2.13,,,Quentin Johnston
Devin,Neal,RB,,14,12/7/25,Thu-Mon,NO,TB,8.5,41.5,16.5,5100,24,6.7,4.9,4.9,10.8,2.11,,,Devin Neal
Zonovan,Knight,RB,,14,12/7/25,Thu-Mon,ARI,LAR,8.5,47.5,19.5,5200,5,11.3,9.1,11,10.7,2.06,,,Zonovan Knight
Juwan,Johnson,TE,,14,12/7/25,Thu-Mon,NO,TB,8.5,41.5,16.5,4000,15,12.2,9.7,10.7,10.6,2.65,,,Juwan Johnson
D'Andre,Swift,RB,,14,12/7/25,Thu-Mon,CHI,GB,6.5,44.5,19,5900,9,13.1,16,15.4,10.5,1.78,,,D'Andre Swift
Kimani,Vidal,RB,,14,12/8/25,Thu-Mon,LAC,PHI,2.5,41.5,19.5,5800,25,14.1,10.9,13.3,10.5,1.81,,,Kimani Vidal
Keenan,Allen,WR,,14,12/8/25,Thu-Mon,LAC,PHI,2.5,41.5,19.5,5000,16,6.9,11.2,12.4,10.2,2.05,,,Keenan Allen
John,Metchie III,WR,,14,12/7/25,Thu-Mon,NYJ,MIA,2.5,41.5,19.5,4500,7,8.3,6,6.3,10.2,2.27,,,John Metchie III
Mark,Andrews,TE,,14,12/7/25,Thu-Mon,BAL,PIT,-5.5,42.5,24,4100,27,10.7,10.8,9.2,10.1,2.46,,,Mark Andrews
Romeo,Doubs,WR,,14,12/7/25,Thu-Mon,GB,CHI,-6.5,44.5,25.5,4900,25,8.6,11.1,10.9,10.1,2.06,,,Romeo Doubs
Brian,Thomas Jr.,WR,,14,12/7/25,Thu-Mon,JAX,IND,1.5,46.5,22.5,5900,26,10.9,11.1,10,10,1.69,,,Brian Thomas Jr.
Kareem,Hunt,RB,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,5300,10,15.2,11.8,10.6,10,1.88,,,Kareem Hunt
Woody,Marks,RB,Q,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,5600,6,9.9,10.3,9.4,9.9,1.77,,,Woody Marks
Harold,Fannin Jr.,TE,,14,12/7/25,Thu-Mon,CLE,TEN,-4.5,33.5,19,3700,10,10.4,9.6,10,9.7,2.63,,,Harold Fannin Jr.
Cade,Otton,TE,,14,12/7/25,Thu-Mon,TB,NO,-8.5,41.5,25,3600,16,7.8,8.4,7.7,9.7,2.69,,,Cade Otton
Kenneth,Gainwell,RB,,14,12/7/25,Thu-Mon,PIT,BAL,5.5,42.5,18.5,5000,18,12.8,12.3,11.2,9.6,1.92,,,Kenneth Gainwell
Rome,Odunze,WR,Q,14,12/7/25,Thu-Mon,CHI,GB,6.5,44.5,19,5700,10,7.6,10.2,12.7,9.6,1.68,,,Rome Odunze
Kyle,Pitts Sr.,TE,,14,12/7/25,Thu-Mon,ATL,SEA,6.5,44.5,19,4200,30,7.3,9.6,9.7,9.5,2.26,,,Kyle Pitts Sr.
Isaac,TeSlaa,WR,,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,3400,32,2.7,3.8,3.8,9.5,2.79,,,Isaac TeSlaa
Tre,Tucker,WR,,14,12/7/25,Thu-Mon,LV,DEN,7.5,40.5,16.5,4700,3,7.6,11.7,11.3,9.5,2.02,,,Tre Tucker
Xavier,Worthy,WR,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,4700,5,8.6,9,9,9.4,2,,,Xavier Worthy
Zach,Ertz,TE,,14,12/7/25,Thu-Mon,WAS,MIN,1.5,42.5,20.5,4500,18,8.9,9.2,9.4,9.3,2.07,,,Zach Ertz
Brenton,Strange,TE,,14,12/7/25,Thu-Mon,JAX,IND,1.5,46.5,22.5,3900,28,10.7,8.1,9.7,9.2,2.36,,,Brenton Strange
Parker,Washington,WR,Q,14,12/7/25,Thu-Mon,JAX,IND,1.5,46.5,22.5,5000,26,12.1,9.9,10.1,9.2,1.83,,,Parker Washington
Dalton,Schultz,TE,,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,4000,7,10.1,10.3,9.9,9.2,2.29,,,Dalton Schultz
Oronde,Gadsden II,TE,,14,12/8/25,Thu-Mon,LAC,PHI,2.5,41.5,19.5,4400,4,8.9,10.5,10.5,9.2,2.1,,,Oronde Gadsden II
Troy,Franklin,WR,,14,12/7/25,Thu-Mon,DEN,LV,-7.5,40.5,24,5500,28,15.1,12.4,12.1,9.2,1.67,,,Troy Franklin
Jordan,Addison,WR,,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,4900,30,6.7,10.9,11.5,9.2,1.87,,,Jordan Addison
Chris,Godwin Jr.,WR,Q,14,12/7/25,Thu-Mon,TB,NO,-8.5,41.5,25,5300,13,7.7,14.6,6.2,9.1,1.72,,,Chris Godwin Jr.
Zach,Charbonnet,RB,,14,12/7/25,Thu-Mon,SEA,ATL,-6.5,44.5,25.5,5100,23,9.5,9.7,9.8,8.9,1.74,,,Zach Charbonnet
Tony,Pollard,RB,,14,12/7/25,Thu-Mon,TEN,CLE,4.5,33.5,14.5,4900,8,8.1,9.7,9.6,8.9,1.82,,,Tony Pollard
Tyjae,Spears,RB,,14,12/7/25,Thu-Mon,TEN,CLE,4.5,33.5,14.5,4900,8,9.7,12.1,8.4,8.9,1.82,,,Tyjae Spears
AJ,Barner,TE,Q,14,12/7/25,Thu-Mon,SEA,ATL,-6.5,44.5,25.5,3200,2,8.1,9.2,8.7,8.8,2.74,,,AJ Barner
Chimere,Dike,WR,Q,14,12/7/25,Thu-Mon,TEN,CLE,4.5,33.5,14.5,4500,4,12.6,7.6,7,8.8,1.96,,,Chimere Dike
Josh,Downs,WR,Q,14,12/7/25,Thu-Mon,IND,JAX,-1.5,46.5,24,4400,20,8.1,9.1,8.6,8.8,2,,,Josh Downs
Evan,Engram,TE,,14,12/7/25,Thu-Mon,DEN,LV,-7.5,40.5,24,3400,3,5.5,6.5,6.5,8.8,2.59,,,Evan Engram
Jayden,Higgins,WR,,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,4300,14,11.1,7.7,7.5,8.6,2,,,Jayden Higgins
Dalton,Kincaid,TE,Q,14,12/7/25,Thu-Mon,BUF,CIN,-5.5,53.5,29.5,4300,32,12.7,10.9,13,8.5,1.97,,,Dalton Kincaid
Browns,,DST,,14,12/7/25,Thu-Mon,CLE,TEN,-4.5,33.5,19,3700,31,9.6,9.4,8.1,8.5,2.31,,,Browns 
Hollywood,Brown,WR,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,4000,5,5.9,8.9,9.7,8.5,2.12,,,Hollywood Brown
Dallas,Goedert,TE,,14,12/8/25,Thu-Mon,PHI,LAC,-2.5,41.5,22,3900,6,7.8,11.4,11.4,8.5,2.17,,,Dallas Goedert
Chris,Rodriguez Jr.,RB,,14,12/7/25,Thu-Mon,WAS,MIN,1.5,42.5,20.5,4700,14,7.4,5.7,5.9,8.5,1.81,,,Chris Rodriguez Jr.
Cooper,Kupp,WR,,14,12/7/25,Thu-Mon,SEA,ATL,-6.5,44.5,25.5,4100,19,5.5,7.9,7.5,8.4,2.04,,,Cooper Kupp
Devaughn,Vele,WR,,14,12/7/25,Thu-Mon,NO,TB,8.5,41.5,16.5,3700,22,7.6,6.7,6.8,8.4,2.27,,,Devaughn Vele
Malik,Washington,WR,,14,12/7/25,Thu-Mon,MIA,NYJ,-2.5,41.5,22,4100,11,9,7.4,7.4,8.3,2.02,,,Malik Washington
Luther,Burden III,WR,,14,12/7/25,Thu-Mon,CHI,GB,6.5,44.5,19,3800,10,6.3,7,6.4,8.2,2.17,,,Luther Burden III
Broncos,,DST,,14,12/7/25,Thu-Mon,DEN,LV,-7.5,40.5,24,3900,30,7.6,7.7,8.3,8.2,2.09,,,Broncos 
Jerry,Jeudy,WR,,14,12/7/25,Thu-Mon,CLE,TEN,-4.5,33.5,19,4200,23,6.9,6.1,6.8,8.1,1.93,,,Jerry Jeudy
DJ,Moore,WR,,14,12/7/25,Thu-Mon,CHI,GB,6.5,44.5,19,4800,10,10.8,10.3,10.2,8.1,1.7,,,DJ Moore
Kyle,Monangai,RB,Q,14,12/7/25,Thu-Mon,CHI,GB,6.5,44.5,19,5400,9,15.6,10.8,9.6,8.1,1.51,,,Kyle Monangai
Buccaneers,,DST,,14,12/7/25,Thu-Mon,TB,NO,-8.5,41.5,25,3600,28,7.4,7.3,6.6,8,2.21,,,Buccaneers 
Blake,Corum,RB,,14,12/7/25,Thu-Mon,LAR,ARI,-8.5,47.5,28,4600,21,5.9,4.7,5,7.9,1.71,,,Blake Corum
Tom,Kennedy,WR,,14,12/4/25,Thu-Mon,DET,DAL,-3.5,54.5,29,3200,32,1.5,2.1,7.6,7.9,2.47,,,Tom Kennedy
Dontayvion,Wicks,WR,Q,14,12/7/25,Thu-Mon,GB,CHI,-6.5,44.5,25.5,3900,25,8.9,6.9,6.9,7.9,2.03,,,Dontayvion Wicks
Packers,,DST,,14,12/7/25,Thu-Mon,GB,CHI,-6.5,44.5,25.5,3100,9,7.6,5.8,6.1,7.6,2.45,,,Packers 
Darren,Waller,TE,,14,12/7/25,Thu-Mon,MIA,NYJ,-2.5,41.5,22,3800,22,12.4,10.9,13.1,7.6,2,,,Darren Waller
Rams,,DST,,14,12/7/25,Thu-Mon,LAR,ARI,-8.5,47.5,28,3800,27,8.8,8.7,8.8,7.5,1.96,,,Rams 
Gunnar,Helm,TE,,14,12/7/25,Thu-Mon,TEN,CLE,4.5,33.5,14.5,2900,14,8,6.2,5.8,7.5,2.6,,,Gunnar Helm
Eagles,,DST,,14,12/8/25,Thu-Mon,PHI,LAC,-2.5,41.5,22,3300,22,6.8,7.6,7,7.5,2.29,,,Eagles 
Mason,Taylor,TE,,14,12/7/25,Thu-Mon,NYJ,MIA,2.5,41.5,19.5,3300,29,6.4,7.4,6.6,7.5,2.28,,,Mason Taylor
Seahawks,,DST,,14,12/7/25,Thu-Mon,SEA,ATL,-6.5,44.5,25.5,4000,15,13.2,11,11,7.4,1.86,,,Seahawks 
Darnell,Mooney,WR,,14,12/7/25,Thu-Mon,ATL,SEA,6.5,44.5,19,4800,9,6.5,5.9,5.9,7.4,1.55,,,Darnell Mooney
Chiefs,,DST,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,3000,14,3.2,5.8,5.3,7.4,2.45,,,Chiefs 
Commanders,,DST,,14,12/7/25,Thu-Mon,WAS,MIN,1.5,42.5,20.5,2800,32,1,3.8,4.3,7.4,2.65,,,Commanders 
Michael,Carter,RB,,14,12/7/25,Thu-Mon,ARI,LAR,8.5,47.5,19.5,4400,5,6.8,8.7,7.6,7.3,1.65,,,Michael Carter
Isiah,Pacheco,RB,,14,12/7/25,Thu-Mon,KC,HOU,-3.5,41.5,22.5,4800,10,7.6,6.8,7.3,7.3,1.52,,,Isiah Pacheco
Nick,Chubb,RB,,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,4600,6,6.1,7.5,7.4,7.2,1.56,,,Nick Chubb
Christian,Kirk,WR,,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,3200,14,7.9,7.6,7.5,7.2,2.24,,,Christian Kirk
Dolphins,,DST,,14,12/7/25,Thu-Mon,MIA,NYJ,-2.5,41.5,22,3300,23,8.2,6.1,5.8,7.2,2.17,,,Dolphins 
Ravens,,DST,,14,12/7/25,Thu-Mon,BAL,PIT,-5.5,42.5,24,3500,17,9,4.5,4.8,7.1,2.02,,,Ravens 
Colston,Loveland,TE,,14,12/7/25,Thu-Mon,CHI,GB,6.5,44.5,19,3200,12,14,8.9,8.4,7.1,2.22,,,Colston Loveland
Chargers,,DST,,14,12/8/25,Thu-Mon,LAC,PHI,2.5,41.5,19.5,2700,6,7.4,5.4,5.8,7.1,2.63,,,Chargers 
Vikings,,DST,,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,3000,18,4.6,6.3,6.1,7.1,2.38,,,Vikings 
Texans,,DST,,14,12/7/25,Thu-Mon,HOU,KC,3.5,41.5,19,2600,5,8.8,9.9,9.6,7,2.68,,,Texans 
Pat,Bryant,WR,,14,12/7/25,Thu-Mon,DEN,LV,-7.5,40.5,24,3400,28,7.2,5.5,5.5,7,2.05,,,Pat Bryant
T.J.,Hockenson,TE,,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,3300,25,7.3,8.5,7.7,7,2.14,,,T.J. Hockenson
Jordan,Mason,RB,,14,12/7/25,Thu-Mon,MIN,WAS,-1.5,42.5,22,5800,29,5.9,9.3,8.9,7,1.2,,,Jordan Mason
Colby,Parkinson,TE,,14,12/7/25,Thu-Mon,LAR,ARI,-8.5,47.5,28,3100,23,9.5,6.8,6.6,6.9,2.21,,,Colby Parkinson
Titans,,DST,,14,12/7/25,Thu-Mon,TEN,CLE,4.5,33.5,14.5,2900,29,6.4,4.8,5.3,6.9,2.37,,,Titans 
Bhayshul,Tuten,RB,,14,12/7/25,Thu-Mon,JAX,IND,1.5,46.5,22.5,4800,12,7.1,5.6,6,6.9,1.43,,,Bhayshul Tuten
Samaje,Perine,RB,,14,12/7/25,Thu-Mon,CIN,BUF,5.5,53.5,24,4200,30,6.4,4.2,4.6,6.8,1.62,,,Samaje Perine
