first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ownership_projection,player
Brock,Purdy,QB,,18,2026-01-03,Sat-Sun,SF,SEA,1.5,47.5,23.0,6300,10,21.2,21.4,21.2,18.8,2.99,,Brock Purdy
CeeDee,Lamb,WR,,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,7300,26,18.2,18.7,18.9,18.6,2.54,,CeeDee Lamb
Bo,Nix,QB,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,6200,3,20.3,20.7,19.9,18.4,2.96,,Bo Nix
Jared,Goff,QB,,18,2026-01-04,Sat-Sun,DET,CHI,2.5,50.5,24.0,6100,23,23.2,20.5,20.1,18.2,2.98,,Jared Goff
Derrick,Henry,RB,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,7700,12,18.2,17.8,16.2,18.2,2.36,,Derrick Henry
Tyler,Shough,QB,,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,5300,17,18.0,13.8,13.8,18.1,3.42,,Tyler Shough
Sam,Darnold,QB,,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,5800,20,15.6,15.6,16.3,18.1,3.13,,Sam Darnold
Chris,Olave,WR,,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,7400,20,19.4,18.7,16.6,18.0,2.44,,Chris Olave
C.J.,Stroud,QB,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,5400,18,12.4,16.2,15.5,17.6,3.26,,C.J. Stroud
Jonathan,Taylor,RB,,18,2026-01-04,Sat-Sun,IND,HOU,10.5,39.5,14.5,7800,10,13.2,22.8,23.7,17.4,2.23,,Jonathan Taylor
Trey,McBride,TE,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,7500,19,19.4,22.5,19.2,17.4,2.33,,Trey McBride
George,Pickens,WR,,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,7200,26,18.7,20.2,19.6,17.2,2.38,,George Pickens
Josh,Allen,QB,Q,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,7000,21,19.4,23.9,24.2,17.1,2.44,,Josh Allen
Jacoby,Brissett,QB,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,5600,16,19.7,21.7,18.1,16.7,2.97,,Jacoby Brissett
Nico,Collins,WR,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,7000,30,16.5,17.0,16.3,16.6,2.37,,Nico Collins
Travis,Etienne Jr.,RB,,18,2026-01-04,Sat-Sun,JAX,TEN,-12.5,47.5,30.0,7100,19,19.0,16.3,16.3,16.6,2.34,,Travis Etienne Jr.
Malik,Willis,QB,Q,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,5000,1,5.1,7.3,6.6,16.5,3.3,,Malik Willis
Lamar,Jackson,QB,Q,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,6600,30,11.8,14.8,17.0,16.3,2.47,,Lamar Jackson
Kyren,Williams,RB,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,6700,30,14.0,15.5,16.1,15.7,2.34,,Kyren Williams
Ashton,Jeanty,RB,,18,2026-01-04,Sat-Sun,LV,KC,5.5,36.5,15.5,6400,8,17.1,15.1,15.4,15.7,2.46,,Ashton Jeanty
Chase,Brown,RB,,18,2026-01-04,Sat-Sun,CIN,CLE,-7.5,44.5,26.0,7600,15,20.7,19.1,16.0,15.6,2.05,,Chase Brown
RJ,Harvey,RB,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,6800,7,17.0,14.3,12.3,15.4,2.27,,RJ Harvey
Shedeur,Sanders,QB,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,4900,27,15.8,13.6,13.6,15.3,3.13,,Shedeur Sanders
Drake,London,WR,,18,2026-01-04,Sat-Sun,ATL,NO,-3.5,45.5,24.5,6900,5,21.0,19.9,19.9,15.2,2.21,,Drake London
Tyrone,Tracy Jr.,RB,,18,2026-01-04,Sat-Sun,NYG,DAL,3.5,51.5,24.0,5500,26,14.5,10.6,9.7,14.7,2.67,,Tyrone Tracy Jr.
Wan'Dale,Robinson,WR,,18,2026-01-04,Sat-Sun,NYG,DAL,3.5,51.5,24.0,6100,32,14.6,14.3,13.4,14.5,2.37,,Wan'Dale Robinson
George,Kittle,TE,Q,18,2026-01-03,Sat-Sun,SF,SEA,1.5,47.5,23.0,6000,28,19.9,15.7,15.7,14.5,2.42,,George Kittle
Kirk,Cousins,QB,,18,2026-01-04,Sat-Sun,ATL,NO,-3.5,45.5,24.5,5100,6,16.6,11.5,11.7,14.3,2.8,,Kirk Cousins
Chris,Oladokun,QB,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,4500,15,2.8,2.8,5.1,14.2,3.15,,Chris Oladokun
Trey,Lance,QB,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,4500,9,3.5,5.3,1.7,14.0,3.11,,Trey Lance
Jakobi,Meyers,WR,,18,2026-01-04,Sat-Sun,JAX,TEN,-12.5,47.5,30.0,5600,22,14.4,11.2,11.3,13.9,2.49,,Jakobi Meyers
J.J.,McCarthy,QB,Q,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,5200,11,13.1,14.6,14.6,13.9,2.67,,J.J. McCarthy
Jameson,Williams,WR,,18,2026-01-04,Sat-Sun,DET,CHI,2.5,50.5,24.0,6700,23,17.7,17.2,15.2,13.8,2.06,,Jameson Williams
Michael,Wilson,WR,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,6600,28,20.2,17.0,12.6,13.6,2.06,,Michael Wilson
Justin,Jefferson,WR,,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,5800,18,6.6,9.6,12.1,13.4,2.32,,Justin Jefferson
Cam,Ward,QB,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,4800,22,15.1,13.2,11.6,13.2,2.76,,Cam Ward
Quinn,Ewers,QB,,18,2026-01-04,Sat-Sun,MIA,NE,10.5,45.5,17.5,4600,13,5.5,5.5,5.5,13.2,2.87,,Quinn Ewers
Josh,Johnson,QB,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,4400,7,0.3,0.4,0.7,13.2,2.99,,Josh Johnson
Riley,Leonard,QB,,18,2026-01-04,Sat-Sun,IND,HOU,10.5,39.5,14.5,4700,2,3.8,3.8,3.8,12.9,2.74,,Riley Leonard
Aaron,Rodgers,QB,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,5100,19,13.4,14.7,15.0,12.9,2.53,,Aaron Rodgers
Jaylen,Warren,RB,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,6300,20,16.1,14.9,14.4,12.8,2.03,,Jaylen Warren
Parker,Washington,WR,,18,2026-01-04,Sat-Sun,JAX,TEN,-12.5,47.5,30.0,5100,22,12.7,12.3,11.5,12.7,2.49,,Parker Washington
Tee,Higgins,WR,,18,2026-01-04,Sat-Sun,CIN,CLE,-7.5,44.5,26.0,6000,3,20.2,16.3,14.3,12.6,2.11,,Tee Higgins
D'Andre,Swift,RB,,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,5900,9,13.9,16.1,15.1,12.5,2.12,,D'Andre Swift
Kenny,Pickett,QB,,18,2026-01-04,Sat-Sun,LV,KC,5.5,36.5,15.5,4200,12,1.9,3.6,2.5,12.5,2.98,,Kenny Pickett
TreVeyon,Henderson,RB,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,6100,25,18.1,14.6,12.5,12.3,2.02,,TreVeyon Henderson
Zay,Flowers,WR,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,6200,29,15.0,13.4,14.0,12.3,1.98,,Zay Flowers
Stefon,Diggs,WR,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,6300,9,12.7,12.2,12.9,12.2,1.93,,Stefon Diggs
Terry,McLaurin,WR,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,5700,7,13.7,12.6,11.7,12.2,2.14,,Terry McLaurin
Aaron,Jones Sr.,RB,,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,6000,4,8.5,8.9,9.5,12.1,2.01,,Aaron Jones Sr.
Courtland,Sutton,WR,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,5900,6,17.4,13.3,14.4,11.9,2.01,,Courtland Sutton
Breece,Hall,RB,Q,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,6200,29,9.8,12.6,13.2,11.8,1.9,,Breece Hall
Kyle,Pitts Sr.,TE,,18,2026-01-04,Sat-Sun,ATL,NO,-3.5,45.5,24.5,5500,10,20.4,14.7,13.2,11.7,2.13,,Kyle Pitts Sr.
Kenneth,Walker III,RB,,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,5700,17,11.7,10.6,11.5,11.6,2.03,,Kenneth Walker III
Saquon,Barkley,RB,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,7200,28,16.3,15.5,15.7,11.5,1.6,,Saquon Barkley
Tony,Pollard,RB,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,5400,2,16.0,11.8,11.8,11.4,2.11,,Tony Pollard
Jaylen,Waddle,WR,,18,2026-01-04,Sat-Sun,MIA,NE,10.5,45.5,17.5,5700,16,10.0,12.3,13.1,11.4,2.0,,Jaylen Waddle
Kenneth,Gainwell,RB,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,5800,20,16.9,13.2,12.9,11.3,1.95,,Kenneth Gainwell
Juwan,Johnson,TE,,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,4200,3,10.2,10.8,10.7,11.1,2.65,,Juwan Johnson
Brady,Cook,QB,,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,4300,5,7.4,7.4,7.4,11.1,2.58,,Brady Cook
Dylan,Sampson,RB,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,5200,32,6.4,4.8,5.9,11.0,2.11,,Dylan Sampson
Brian,Thomas Jr.,WR,,18,2026-01-04,Sat-Sun,JAX,TEN,-12.5,47.5,30.0,5300,22,9.2,10.5,10.3,10.7,2.02,,Brian Thomas Jr.
Ray,Davis,RB,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,4900,27,3.3,2.9,2.7,10.6,2.17,,Ray Davis
Luther,Burden III,WR,Q,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,5300,31,9.6,7.1,7.4,10.6,2.0,,Luther Burden III
Jauan,Jennings,WR,,18,2026-01-03,Sat-Sun,SF,SEA,1.5,47.5,23.0,5600,11,15.0,12.5,11.9,10.6,1.89,,Jauan Jennings
Audric,Estime,RB,,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,5000,16,6.0,5.2,5.2,10.5,2.1,,Audric Estime
Brenton,Strange,TE,,18,2026-01-04,Sat-Sun,JAX,TEN,-12.5,47.5,30.0,3800,16,10.4,9.2,9.2,10.5,2.76,,Brenton Strange
Hunter,Henry,TE,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,4500,31,13.1,9.7,10.5,10.5,2.33,,Hunter Henry
DJ,Moore,WR,,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,5500,31,14.7,11.9,11.2,10.4,1.89,,DJ Moore
Kyle,Monangai,RB,,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,5400,9,11.4,12.2,9.3,10.3,1.9,,Kyle Monangai
Broncos,,DST,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,3800,21,6.8,7.7,7.8,10.3,2.7,,
A.J.,Brown,WR,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,6800,25,23.2,18.5,16.0,10.3,1.52,,A.J. Brown
Malik,Davis,RB,,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,5300,31,5.5,3.0,3.8,10.2,1.92,,Malik Davis
Jake,Ferguson,TE,Q,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,4300,6,8.0,9.5,12.1,10.2,2.37,,Jake Ferguson
Ricky,Pearsall,WR,Q,18,2026-01-03,Sat-Sun,SF,SEA,1.5,47.5,23.0,5100,11,6.3,13.2,10.1,10.2,2.0,,Ricky Pearsall
Woody,Marks,RB,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,5800,13,9.6,9.7,9.7,10.1,1.74,,Woody Marks
Deebo,Samuel Sr.,WR,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,5000,7,10.5,10.8,12.3,10.1,2.02,,Deebo Samuel Sr.
Alec,Pierce,WR,,18,2026-01-04,Sat-Sun,IND,HOU,10.5,39.5,14.5,4500,2,12.3,13.1,12.1,9.9,2.21,,Alec Pierce
Zach,Charbonnet,RB,,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,5600,17,10.0,10.1,9.8,9.9,1.76,,Zach Charbonnet
AJ,Barner,TE,,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,3700,21,7.6,7.9,8.7,9.9,2.69,,AJ Barner
Jerry,Jeudy,WR,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,4100,4,6.9,7.2,7.1,9.8,2.39,,Jerry Jeudy
Tre,Tucker,WR,,18,2026-01-04,Sat-Sun,LV,KC,5.5,36.5,15.5,4000,13,4.9,7.2,10.0,9.8,2.46,,Tre Tucker
Colby,Parkinson,TE,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,3700,24,12.3,9.6,8.3,9.6,2.6,,Colby Parkinson
Rhamondre,Stevenson,RB,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,5600,25,9.5,9.3,9.9,9.6,1.71,,Rhamondre Stevenson
Theo,Johnson,TE,Q,18,2026-01-04,Sat-Sun,NYG,DAL,3.5,51.5,24.0,3400,14,6.7,8.5,8.5,9.5,2.78,,Theo Johnson
Dalton,Schultz,TE,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,3800,27,11.1,12.2,10.8,9.4,2.47,,Dalton Schultz
Travis,Kelce,TE,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,4700,4,8.3,12.2,12.0,9.4,2.0,,Travis Kelce
Emanuel,Wilson,RB,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,5500,14,8.1,7.3,6.3,9.4,1.71,,Emanuel Wilson
Colston,Loveland,TE,,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,3900,17,9.9,11.1,8.7,9.2,2.35,,Colston Loveland
Michael,Pittman Jr.,WR,,18,2026-01-04,Sat-Sun,IND,HOU,10.5,39.5,14.5,4700,2,9.1,12.1,13.3,9.2,1.96,,Michael Pittman Jr.
Chimere,Dike,WR,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,4400,21,10.7,10.1,7.4,9.2,2.08,,Chimere Dike
Adonai,Mitchell,WR,,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,4200,8,12.3,6.7,6.2,9.1,2.17,,Adonai Mitchell
Cooper,Kupp,WR,,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,3600,19,7.8,8.1,8.0,9.1,2.53,,Cooper Kupp
Tyler,Warren,TE,,18,2026-01-04,Sat-Sun,IND,HOU,10.5,39.5,14.5,4400,12,7.1,10.5,11.4,8.9,2.01,,Tyler Warren
Darius,Slayton,WR,,18,2026-01-04,Sat-Sun,NYG,DAL,3.5,51.5,24.0,4100,32,8.3,7.7,7.1,8.9,2.16,,Darius Slayton
DeVonta,Smith,WR,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,5800,25,11.1,13.4,13.0,8.9,1.53,,DeVonta Smith
Michael,Mayer,TE,,18,2026-01-04,Sat-Sun,LV,KC,5.5,36.5,15.5,3500,7,3.9,4.8,4.8,8.8,2.51,,Michael Mayer
Rashid,Shaheed,WR,Q,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,4400,19,8.2,8.5,9.9,8.8,2.0,,Rashid Shaheed
Jayden,Higgins,WR,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,4500,30,7.2,7.5,6.8,8.7,1.94,,Jayden Higgins
Tyjae,Spears,RB,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,4900,2,9.7,10.0,9.2,8.6,1.76,,Tyjae Spears
Michael,Carter,RB,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,5100,5,9.0,8.6,7.8,8.5,1.66,,Michael Carter
Harold,Fannin Jr.,TE,Q,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,5000,32,16.1,13.5,12.0,8.4,1.68,,Harold Fannin Jr.
Texans,,DST,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,3700,6,9.4,10.1,9.6,8.4,2.27,,
Xavier,Worthy,WR,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,4600,24,8.3,8.2,8.5,8.4,1.82,,Xavier Worthy
Chris,Rodriguez Jr.,RB,Q,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,5300,23,9.3,7.3,7.0,8.4,1.58,,Chris Rodriguez Jr.
David,Montgomery,RB,,18,2026-01-04,Sat-Sun,DET,CHI,2.5,50.5,24.0,5000,11,8.9,8.5,10.6,8.3,1.66,,David Montgomery
Isiah,Pacheco,RB,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,5200,22,5.9,7.5,7.0,8.3,1.59,,Isiah Pacheco
Bills,,DST,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,3500,28,8.6,7.6,6.7,8.2,2.34,,
Jordan,Addison,WR,,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,4800,18,6.4,9.3,10.6,8.2,1.71,,Jordan Addison
James,Cook III,RB,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,7900,27,24.6,21.7,21.5,8.1,1.02,,James Cook III
Kareem,Hunt,RB,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,4700,22,9.0,9.4,9.3,8.1,1.72,,Kareem Hunt
Rome,Odunze,WR,Q,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,5600,31,7.6,10.2,12.7,8.0,1.43,,Rome Odunze
T.J.,Hockenson,TE,Q,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,3100,11,7.8,7.3,7.5,8.0,2.57,,T.J. Hockenson
Kayshon,Boutte,WR,Q,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,4800,9,4.7,9.0,9.4,8.0,1.67,,Kayshon Boutte
Dallas,Goedert,TE,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,4000,26,12.3,12.6,12.7,8.0,2.0,,Dallas Goedert
Devin,Singletary,RB,,18,2026-01-04,Sat-Sun,NYG,DAL,3.5,51.5,24.0,5000,26,9.9,7.2,5.4,7.8,1.56,,Devin Singletary
Eagles,,DST,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,3100,19,8.6,8.1,7.9,7.8,2.51,,
Raheim,Sanders,RB,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,4700,32,6.0,6.0,6.0,7.7,1.64,,Raheim Sanders
Jaguars,,DST,,18,2026-01-04,Sat-Sun,JAX,TEN,-12.5,47.5,30.0,4000,29,9.4,7.1,8.3,7.7,1.93,,
Jacory,Croskey-Merritt,RB,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,5300,23,6.7,5.5,8.0,7.7,1.46,,Jacory Croskey-Merritt
Pat,Freiermuth,TE,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,3300,8,6.0,8.6,7.6,7.7,2.32,,Pat Freiermuth
Isaiah,Likely,TE,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,3000,30,7.0,6.9,5.8,7.7,2.56,,Isaiah Likely
Darnell,Mooney,WR,,18,2026-01-04,Sat-Sun,ATL,NO,-3.5,45.5,24.5,3900,5,6.7,5.7,5.5,7.5,1.93,,Darnell Mooney
Tyler,Allgeier,RB,,18,2026-01-04,Sat-Sun,ATL,NO,-3.5,45.5,24.5,4700,18,7.6,7.7,7.9,7.5,1.59,,Tyler Allgeier
Bengals,,DST,,18,2026-01-04,Sat-Sun,CIN,CLE,-7.5,44.5,26.0,3400,30,7.8,4.8,4.1,7.5,2.2,,
Samaje,Perine,RB,,18,2026-01-04,Sat-Sun,CIN,CLE,-7.5,44.5,26.0,4500,15,5.8,6.0,5.3,7.5,1.66,,Samaje Perine
Marvin,Mims Jr.,WR,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,3600,6,5.0,7.2,6.7,7.5,2.07,,Marvin Mims Jr.
Elic,Ayomanor,WR,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,3900,21,4.9,5.6,6.8,7.5,1.93,,Elic Ayomanor
Chiefs,,DST,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,3200,32,3.0,4.4,5.1,7.5,2.33,,
Chris,Brooks,RB,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,4500,14,2.2,1.8,2.0,7.5,1.66,,Chris Brooks
Ravens,,DST,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,2800,14,8.6,8.4,5.8,7.5,2.68,,
Ty,Johnson,RB,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,4900,27,6.6,6.6,4.9,7.4,1.52,,Ty Johnson
Vikings,,DST,,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,3000,4,8.2,5.7,6.9,7.4,2.48,,
Mark,Andrews,TE,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,3500,30,4.2,7.7,8.1,7.4,2.11,,Mark Andrews
John,Metchie III,WR,,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,3700,8,8.0,6.0,6.0,7.3,1.98,,John Metchie III
Josh,Downs,WR,,18,2026-01-04,Sat-Sun,IND,HOU,10.5,39.5,14.5,4200,2,7.6,9.6,8.7,7.3,1.73,,Josh Downs
Rams,,DST,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,3600,25,6.4,8.4,7.9,7.3,2.02,,
Falcons,,DST,,18,2026-01-04,Sat-Sun,ATL,NO,-3.5,45.5,24.5,2800,27,5.8,5.7,6.3,7.2,2.56,,
Jack,Bech,WR,Q,18,2026-01-04,Sat-Sun,LV,KC,5.5,36.5,15.5,3900,13,5.6,3.9,3.9,7.2,1.83,,Jack Bech
Patriots,,DST,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,3900,24,5.8,6.7,7.2,7.2,1.84,,
Isaac,TeSlaa,WR,,18,2026-01-04,Sat-Sun,DET,CHI,2.5,50.5,24.0,3700,23,7.3,4.7,4.9,7.1,1.91,,Isaac TeSlaa
Tre',Harris,WR,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,3600,10,5.7,5.5,4.4,7.1,1.97,,Tre' Harris
Emari,Demercado,RB,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,4600,5,6.3,5.4,5.4,7.1,1.55,,Emari Demercado
Hollywood,Brown,WR,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,4000,24,5.9,7.8,9.0,7.1,1.78,,Hollywood Brown
Malik,Washington,WR,,18,2026-01-04,Sat-Sun,MIA,NE,10.5,45.5,17.5,3700,16,6.1,7.6,7.0,7.0,1.89,,Malik Washington
Evan,Engram,TE,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,3200,5,6.4,6.2,6.4,6.9,2.15,,Evan Engram
Jaret,Patterson,RB,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,4100,1,3.8,5.3,4.7,6.9,1.68,,Jaret Patterson
Troy,Franklin,WR,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,4900,6,10.4,11.9,11.5,6.9,1.42,,Troy Franklin
Tyler,Lockett,WR,,18,2026-01-04,Sat-Sun,LV,KC,5.5,36.5,15.5,3600,13,4.8,4.5,4.2,6.9,1.91,,Tyler Lockett
Packers,,DST,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,2900,31,5.0,5.5,5.1,6.9,2.37,,
Khalil,Shakir,WR,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,5000,15,10.2,10.3,10.7,6.8,1.36,,Khalil Shakir
Chig,Okonkwo,TE,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,3400,23,8.3,7.3,7.2,6.8,2.0,,Chig Okonkwo
Steelers,,DST,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,2600,18,6.2,7.2,7.7,6.8,2.61,,
Christian,Kirk,WR,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,3200,30,5.5,6.3,6.1,6.7,2.1,,Christian Kirk
Gunnar,Helm,TE,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,2500,23,7.8,7.0,6.0,6.7,2.68,,Gunnar Helm
Jonnu,Smith,TE,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,2700,8,4.2,4.3,5.1,6.7,2.49,,Jonnu Smith
Keaton,Mitchell,RB,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,4700,12,5.9,4.9,4.9,6.5,1.38,,Keaton Mitchell
Seahawks,,DST,,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,2700,10,11.8,11.1,10.5,6.5,2.41,,
Tyrell,Shavers,WR,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,3100,15,6.0,5.4,4.4,6.4,2.07,,Tyrell Shavers
JuJu,Smith-Schuster,WR,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,3500,24,1.1,3.1,4.7,6.4,1.84,,JuJu Smith-Schuster
Treylon,Burks,WR,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,3500,7,4.3,3.0,4.0,6.4,1.83,,Treylon Burks
Rashod,Bateman,WR,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,3200,29,3.5,4.7,4.5,6.4,2.0,,Rashod Bateman
Kevin,Austin Jr.,WR,,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,3400,20,3.1,3.2,3.4,6.3,1.86,,Kevin Austin Jr.
