first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
T.J.,Hockenson,TE,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,3000,20,7.3,7.8,7.8,7.7,2.57,,,T.J. Hockenson
Isaiah,Hodgins,WR,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,3400,25,5.5,3.7,8.1,7.7,2.27,,,Isaiah Hodgins
Darren,Waller,TE,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,3500,27,11.0,8.9,11.0,7.7,2.2,,,Darren Waller
Ryan,Flournoy,WR,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,3800,1,4.9,6.4,6.8,7.6,2.0,,,Ryan Flournoy
Pat,Bryant,WR,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,3900,12,7.4,5.9,5.9,7.6,1.95,,,Pat Bryant
Mack,Hollins,WR,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,4000,15,8.6,8.5,7.9,7.6,1.9,,,Mack Hollins
Rashid,Shaheed,WR,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,4600,30,5.6,9.5,9.7,7.5,1.64,,,Rashid Shaheed
Tyler,Allgeier,RB,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,4500,21,11.1,8.9,8.3,7.5,1.68,,,Tyler Allgeier
Packers,,DST,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,2800,6,7.4,5.3,5.9,7.3,2.6,,,
Evan,Engram,TE,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,3100,15,5.4,7.4,6.8,7.3,2.36,,,Evan Engram
Mason,Taylor,TE,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,3100,30,5.5,7.9,6.8,7.3,2.37,,,Mason Taylor
Jalen,Coker,WR,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,3900,9,8.4,7.1,6.9,7.3,1.88,,,Jalen Coker
Colby,Parkinson,TE,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,3200,9,11.3,7.1,7.1,7.2,2.25,,,Colby Parkinson
Panthers,,DST,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,3100,28,7.2,5.1,6.0,7.2,2.33,,,
Elic,Ayomanor,WR,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,3500,22,6.0,6.4,6.9,7.2,2.05,,,Elic Ayomanor
KaVontae,Turpin,WR,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,3600,1,3.7,5.6,5.6,7.1,1.99,,,KaVontae Turpin
Chiefs,,DST,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,3300,23,2.0,5.0,5.2,7.1,2.15,,,
Steelers,,DST,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,3100,22,9.0,8.0,7.9,7.1,2.29,,,
Buccaneers,,DST,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,3500,21,3.2,6.4,6.5,7.1,2.04,,,
Olamide,Zaccheaus,WR,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,3300,4,6.7,6.7,6.6,7.0,2.12,,,Olamide Zaccheaus
Cowboys,,DST,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,3400,32,5.4,5.3,4.6,7.0,2.05,,,
Samaje,Perine,RB,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,4200,20,6.4,4.6,4.6,6.9,1.64,,,Samaje Perine
Troy,Franklin,WR,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,5200,12,8.8,10.6,10.9,6.9,1.33,,,Troy Franklin
Kimani,Vidal,RB,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,5700,7,11.8,11.8,13.1,6.9,1.21,,,Kimani Vidal
Rashod,Bateman,WR,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,3400,3,4.9,5.1,4.9,6.8,1.99,,,Rashod Bateman
Michael,Carter,RB,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,4200,8,6.7,8.2,7.3,6.8,1.61,,,Michael Carter
Chargers,,DST,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,2500,8,7.6,6.3,6.2,6.8,2.73,,,
Tyler,Lockett,WR,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,3400,14,7.0,4.8,4.5,6.7,1.98,,,Tyler Lockett
Cedric,Tillman,WR,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,3200,26,3.2,5.4,5.5,6.6,2.06,,,Cedric Tillman
Nick,Chubb,RB,Q,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,4600,29,4.0,5.5,6.4,6.5,1.41,,,Nick Chubb
Xavier,Legette,WR,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,3700,9,5.6,7.1,6.8,6.5,1.75,,,Xavier Legette
Gunnar,Helm,TE,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,2800,24,6.1,6.2,5.6,6.5,2.33,,,Gunnar Helm
Jeremy,McNichols,RB,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,4100,31,3.0,4.4,5.0,6.4,1.55,,,Jeremy McNichols
John,Bates,TE,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,2900,10,2.6,2.1,2.5,6.4,2.22,,,John Bates
Van,Jefferson,WR,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,3000,22,5.0,5.0,4.8,6.4,2.13,,,Van Jefferson
David,Sills V,WR,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,3500,18,4.2,2.7,3.3,6.4,1.83,,,David Sills V
Rachaad,White,RB,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,4800,18,7.2,10.2,9.4,6.4,1.33,,,Rachaad White
Ty,Johnson,RB,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,4500,3,7.8,5.3,4.6,6.3,1.39,,,Ty Johnson
Broncos,,DST,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,3400,4,8.4,8.3,8.2,6.2,1.82,,,
Saints,,DST,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,2500,24,6.6,6.5,5.9,6.2,2.49,,,
Giants,,DST,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,2700,20,2.2,2.8,2.6,6.2,2.29,,,
Jack,Bech,WR,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,3200,14,4.3,3.6,3.6,6.2,1.94,,,Jack Bech
Darnell,Washington,TE,Q,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,2600,29,5.2,6.0,6.0,6.2,2.37,,,Darnell Washington
Chig,Okonkwo,TE,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,3300,24,5.9,6.0,6.4,6.2,1.88,,,Chig Okonkwo
Emari,Demercado,RB,Q,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,4400,8,6.7,5.3,6.2,6.1,1.38,,,Emari Demercado
Brandin,Cooks,WR,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,3100,16,3.1,3.8,3.8,6.1,1.97,,,Brandin Cooks
Mike,Gesicki,TE,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,3300,7,7.5,8.0,5.8,6.0,1.8,,,Mike Gesicki
Bhayshul,Tuten,RB,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,4500,30,5.1,4.7,5.5,6.0,1.34,,,Bhayshul Tuten
Brian,Robinson Jr.,RB,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,4500,22,6.6,4.6,4.5,6.0,1.34,,,Brian Robinson Jr.
Browns,,DST,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,2700,7,8.2,8.3,7.6,5.8,2.14,,,
Rams,,DST,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,3000,3,8.2,8.8,8.6,5.8,1.94,,,
Calvin,Austin III,WR,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,3700,8,3.3,5.3,6.4,5.8,1.55,,,Calvin Austin III
Ravens,,DST,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,3200,27,6.0,4.9,4.4,5.7,1.79,,,
Andrei,Iosivas,WR,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,4100,24,9.4,7.4,6.9,5.7,1.39,,,Andrei Iosivas
Bills,,DST,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,2900,15,7.6,7.6,6.8,5.6,1.94,,,
Dolphins,,DST,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,2600,13,10.0,7.6,6.5,5.6,2.16,,,
Vikings,,DST,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,2300,1,6.4,5.1,7.0,5.5,2.37,,,
Commanders,,DST,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,2600,19,1.2,3.1,4.1,5.5,2.1,,,
Marvin,Harrison Jr.,WR,Q,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,5600,5,12.6,12.5,12.5,5.4,0.97,,,Marvin Harrison Jr.
Isaac,TeSlaa,WR,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,3500,19,2.7,3.8,3.8,5.4,1.54,,,Isaac TeSlaa
Gabe,Davis,WR,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,3600,16,3.4,5.0,4.0,5.4,1.49,,,Gabe Davis
Pat,Freiermuth,TE,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,2900,29,6.9,8.0,7.8,5.4,1.86,,,Pat Freiermuth
Cardinals,,DST,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,2400,14,4.2,4.7,5.5,5.3,2.19,,,
Hollywood,Brown,WR,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,4000,2,6.8,8.5,9.3,5.3,1.31,,,Hollywood Brown
Keon,Coleman,WR,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,3800,16,7.2,6.9,8.9,5.3,1.39,,,Keon Coleman
Falcons,,DST,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,2500,16,6.4,5.9,6.5,5.3,2.12,,,
Ja'Tavion,Sanders,TE,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,2500,12,4.5,4.9,4.7,5.2,2.08,,,Ja'Tavion Sanders
Dylan,Drummond,WR,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,3000,18,2.8,2.8,3.7,5.2,1.74,,,Dylan Drummond
Christian,Kirk,WR,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,3200,17,5.5,6.0,6.1,5.1,1.6,,,Christian Kirk
Isiah,Pacheco,RB,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,4700,14,6.5,6.9,6.9,5.1,1.08,,,Isiah Pacheco
Jalen,Nailor,WR,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,3100,32,7.0,6.0,5.9,5.0,1.6,,,Jalen Nailor
Jonnu,Smith,TE,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,2700,29,1.8,3.8,4.8,5.0,1.83,,,Jonnu Smith
David,Njoku,TE,Q,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,3000,19,7.0,8.0,7.9,4.9,1.63,,,David Njoku
Marvin,Mims Jr.,WR,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,3600,12,5.8,7.0,6.7,4.9,1.36,,,Marvin Mims Jr.
Anthony,Firkser,TE,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,2500,16,0.3,0.3,1.4,4.9,1.97,,,Anthony Firkser
Jacory,Croskey-Merritt,RB,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,4400,31,3.5,7.0,7.4,4.9,1.11,,,Jacory Croskey-Merritt
Rome,Odunze,WR,Q,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,5800,4,7.6,10.2,12.7,4.8,0.82,,,Rome Odunze
Jets,,DST,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,2100,17,6.2,4.0,4.0,4.8,2.27,,,
Patriots,,DST,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,2800,9,5.8,8.3,8.1,4.8,1.71,,,
Bengals,,DST,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,2400,18,6.6,3.8,3.8,4.7,1.96,,,
Jaleel,McLaughlin,RB,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,4000,9,3.5,5.4,4.1,4.7,1.16,,,Jaleel McLaughlin
Taysom,Hill,TE,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,2700,21,1.7,3.0,2.2,4.7,1.76,,,Taysom Hill
Cole,Kmet,TE,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,2600,11,6.2,5.2,5.1,4.6,1.79,,,Cole Kmet
Mason,Tipton,WR,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,3000,11,2.2,2.8,2.8,4.6,1.52,,,Mason Tipton
DeAndre,Hopkins,WR,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,3000,3,2.7,2.7,4.2,4.5,1.49,,,DeAndre Hopkins
Emanuel,Wilson,RB,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,4400,2,9.4,7.7,6.7,4.5,1.03,,,Emanuel Wilson
Elijah,Higgins,TE,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,2500,5,3.3,3.5,3.3,4.5,1.81,,,Elijah Higgins
Alvin,Kamara,RB,Q,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,5500,26,6.4,8.9,9.3,4.5,0.82,,,Alvin Kamara
Colts,,DST,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,2200,11,4.8,6.4,7.2,4.5,2.02,,,
Noah,Fant,TE,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,2800,7,4.8,6.5,7.0,4.4,1.55,,,Noah Fant
Tyrell,Shavers,WR,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,3000,16,6.5,5.1,4.6,4.4,1.46,,,Tyrell Shavers
DeMario,Douglas,WR,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,3500,15,9.4,8.0,7.5,4.3,1.23,,,DeMario Douglas
Treylon,Burks,WR,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,3000,29,4.1,2.6,4.7,4.3,1.42,,,Treylon Burks
Raiders,,DST,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,2000,10,4.8,4.1,4.2,4.3,2.15,,,
Titans,,DST,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,2300,12,8.2,6.0,5.4,4.2,1.84,,,
Keaton,Mitchell,RB,Q,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,4300,32,6.4,4.2,5.2,4.1,0.95,,,Keaton Mitchell
Tim,Patrick,WR,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,3700,10,7.0,4.8,4.8,4.1,1.11,,,Tim Patrick
Parker,Washington,WR,Q,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,4700,10,12.1,9.9,10.1,4.1,0.88,,,Parker Washington
Payne,Durham,TE,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,2500,2,2.3,3.1,0.7,4.0,1.61,,,Payne Durham
Sean,Tucker,RB,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,4300,18,11.5,8.1,8.1,4.0,0.92,,,Sean Tucker
Isaiah,Bond,WR,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,3000,26,2.5,3.5,3.3,3.9,1.31,,,Isaiah Bond
Rasheen,Ali,RB,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,4000,32,1.6,1.1,2.0,3.9,0.98,,,Rasheen Ali
Lions,,DST,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,2600,5,2.6,6.4,6.0,3.9,1.51,,,
Dawson,Knox,TE,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,3000,26,7.6,5.7,5.4,3.9,1.3,,,Dawson Knox
Andre,Baccellia,WR,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,3000,5,0.6,0.8,1.4,3.7,1.23,,,Andre Baccellia
Ben,Sinnott,TE,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,2700,10,3.5,1.7,3.5,3.6,1.33,,,Ben Sinnott
Dontayvion,Wicks,WR,Q,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,3700,7,8.9,6.9,6.9,3.5,0.93,,,Dontayvion Wicks
Kyle,Juszczyk,RB,Q,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,4000,22,3.1,3.8,3.7,3.5,0.87,,,Kyle Juszczyk
Luke,Musgrave,TE,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,2500,22,3.1,3.2,3.0,3.4,1.34,,,Luke Musgrave
Jaylin,Noel,WR,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,3000,17,3.0,4.8,4.3,3.4,1.15,,,Jaylin Noel
Xavier,Smith,WR,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,3000,27,4.0,2.9,4.0,3.4,1.14,,,Xavier Smith
Daniel,Bellinger,TE,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,2500,28,4.5,4.1,4.2,3.4,1.37,,,Daniel Bellinger
Ollie,Gordon II,RB,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,4400,11,4.2,3.9,4.0,3.4,0.78,,,Ollie Gordon II
Xavier,Hutchinson,WR,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,3000,17,4.0,6.5,6.3,3.3,1.11,,,Xavier Hutchinson
Isaiah,Davis,RB,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,4000,5,1.2,4.1,3.7,3.3,0.84,,,Isaiah Davis
Josh,Whyle,TE,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,2500,22,4.3,4.2,2.9,3.2,1.29,,,Josh Whyle
Tyler,Badie,RB,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,4000,9,2.3,2.5,2.6,3.2,0.81,,,Tyler Badie
JuJu,Smith-Schuster,WR,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,3000,2,1.9,5.1,5.3,3.2,1.08,,,JuJu Smith-Schuster
Tre',Harris,WR,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,3100,13,3.5,3.7,3.7,3.2,1.03,,,Tre' Harris
Davis,Allen,TE,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,2500,9,5.4,3.7,4.4,3.2,1.27,,,Davis Allen
Evan,Hull,RB,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,4000,26,1.3,1.3,1.8,3.2,0.79,,,Evan Hull
Nick,Westbrook-Ikhine,WR,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,3000,31,2.7,3.6,2.5,3.2,1.07,,,Nick Westbrook-Ikhine
Jaylen,Wright,RB,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,4900,11,5.4,3.0,5.4,3.2,0.66,,,Jaylen Wright
Elijah,Arroyo,TE,Q,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,2500,25,0.6,3.1,2.9,3.2,1.28,,,Elijah Arroyo
Joshua,Palmer,WR,Q,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,3500,16,5.2,6.2,5.7,3.1,0.89,,,Joshua Palmer
Noah,Brown,WR,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,3200,29,5.7,6.6,3.2,3.0,0.93,,,Noah Brown
Isaiah,Williams,WR,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,3000,20,5.6,2.7,4.5,2.9,0.95,,,Isaiah Williams
Tommy,Tremble,TE,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,2500,12,2.0,4.3,4.1,2.9,1.15,,,Tommy Tremble
Marquez,Valdes-Scantling,WR,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,3100,8,1.6,4.4,1.6,2.9,0.93,,,Marquez Valdes-Scantling
Demarcus,Robinson,WR,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,3000,23,2.2,3.2,3.2,2.9,0.98,,,Demarcus Robinson
Devin,Culp,TE,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,2500,2,2.8,2.8,,2.9,1.16,,,Devin Culp
Noah,Gray,TE,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,2500,8,3.0,3.0,2.9,2.8,1.11,,,Noah Gray
Terrance,Ferguson,TE,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,2500,9,2.3,3.1,3.1,2.8,1.1,,,Terrance Ferguson
Jahan,Dotson,WR,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,3000,28,2.0,3.0,3.5,2.8,0.93,,,Jahan Dotson
Tez,Johnson,WR,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,3400,21,9.0,8.5,7.7,2.8,0.81,,,Tez Johnson
Malik,Davis,RB,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,4000,12,3.1,1.6,3.1,2.7,0.67,,,Malik Davis
Raheem,Mostert,RB,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,4300,25,2.5,2.6,2.6,2.7,0.62,,,Raheem Mostert
LeQuint,Allen Jr.,RB,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,4000,30,2.1,1.9,1.9,2.6,0.66,,,LeQuint Allen Jr.
Adam,Thielen,WR,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,3200,8,1.3,1.8,1.8,2.6,0.81,,,Adam Thielen
Devontez,Walker,WR,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,3000,3,5.0,3.4,6.3,2.5,0.84,,,Devontez Walker
Tyquan,Thornton,WR,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,3000,2,3.2,7.4,7.4,2.5,0.83,,,Tyquan Thornton
Michael,Mayer,TE,Q,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,2900,3,3.9,5.2,5.1,2.5,0.86,,,Michael Mayer
Austin,Hooper,TE,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,2500,1,5.0,4.3,4.3,2.4,0.95,,,Austin Hooper
Jordan,Whittington,WR,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,3000,27,2.2,3.3,3.0,2.3,0.76,,,Jordan Whittington
Adam,Trautman,TE,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,2500,15,3.8,3.9,4.2,2.2,0.88,,,Adam Trautman
Chris,Brooks,RB,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,4000,2,2.7,2.2,2.2,2.2,0.54,,,Chris Brooks
John,FitzPatrick,TE,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,2500,22,1.7,2.0,2.6,2.2,0.88,,,John FitzPatrick
Matthew,Golden,WR,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,3600,7,3.5,5.7,5.7,2.2,0.62,,,Matthew Golden
Dare,Ogunbowale,RB,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,4000,29,2.5,2.5,2.7,2.2,0.54,,,Dare Ogunbowale
Brashard,Smith,RB,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,4000,14,2.3,4.4,4.1,2.2,0.55,,,Brashard Smith
Jaylin,Lane,WR,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,3000,29,2.7,4.1,3.7,2.2,0.73,,,Jaylin Lane
Greg,Dulcich,TE,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,2500,27,5.7,2.8,5.7,2.2,0.88,,,Greg Dulcich
Josh,Oliver,TE,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,2800,20,6.4,4.7,5.2,2.1,0.74,,,Josh Oliver
Jalen,Brooks,WR,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,3300,5,3.4,3.1,5.2,2.1,0.63,,,Jalen Brooks
Allen,Lazard,WR,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,3000,20,1.8,3.9,2.7,2.1,0.7,,,Allen Lazard
Foster,Moreau,TE,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,2500,21,1.9,5.1,1.9,2.1,0.85,,,Foster Moreau
Colson,Yankoff,TE,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,2500,10,0.8,0.4,1.3,2.1,0.85,,,Colson Yankoff
Tank,Bigsby,RB,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,4600,24,3.7,4.8,3.1,2.1,0.45,,,Tank Bigsby
Jimmy,Horn Jr.,WR,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,3000,9,2.8,3.2,3.2,1.9,0.63,,,Jimmy Horn Jr.
Kaleb,Johnson,RB,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,4000,17,1.0,0.9,0.9,1.9,0.47,,,Kaleb Johnson
Charlie,Kolar,TE,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,2500,32,3.8,3.3,3.7,1.8,0.74,,,Charlie Kolar
Tanner,Hudson,TE,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,2500,7,4.8,4.4,5.2,1.8,0.73,,,Tanner Hudson
